title,alcohol_reference,cartoon_violence,fantasy_violence,intense_violence,mild_fantasy_violence,mild_cartoon_violence,mild_violence,drug_reference,use_of_alcohol,use_of_drugs_and_alcohol,violence,esrb_rating
"Super Bomberman R",0,1,0,0,0,0,0,0,0,0,0,ET
"Super Comboman: Smash Edition",0,0,1,0,0,0,0,0,0,0,0,ET
"Super Daryl Deluxe",0,0,0,1,0,1,0,1,0,0,0,T
"Super Destronaut DX",0,0,0,0,1,0,0,0,0,0,0,E
"Super Dungeon Tactics",0,0,1,0,0,0,0,0,0,0,0,ET
"Super GunWorld 2",0,0,0,0,1,0,0,0,0,0,0,E
"Super Hydorah",0,0,1,0,0,0,0,0,0,0,0,T
"Super Hyperactive Ninja",0,0,1,0,0,0,0,0,0,0,0,ET
"Super Kids Racing",0,0,0,0,0,0,0,0,0,0,0,E
"Super Meat Boy",0,0,1,0,0,0,0,0,0,0,0,T
"Super Mega Baseball 2",0,0,0,0,0,0,0,0,0,0,0,E
"Super Monkey Ball: Banana Blitz HD",0,0,0,0,0,1,0,0,0,0,0,ET
"Super Mutant Alien Assault",0,0,0,0,0,0,0,0,0,0,0,T
"Super Neptunia RPG",0,0,1,0,0,0,0,0,0,0,0,T
"Super Pixel Racers ",0,0,0,0,1,0,0,0,0,0,0,E
"Super Skull Smash GO! 2 Turbo",0,0,0,0,1,0,0,0,0,0,0,E
"Super Street: The Game",0,0,0,0,0,0,0,0,0,0,0,T
"Super Street:The Game",0,0,0,0,0,0,0,0,0,0,0,T
"SuperEpic: The Entertainment War",0,0,1,0,0,0,0,0,0,0,0,ET
"SUPERHOT: MIND CONTROL DELETE",0,0,0,0,0,0,0,0,0,0,1,T
"Supermarket Shriek",0,1,0,0,0,1,0,0,0,0,0,ET
SuperMash,0,0,1,0,0,0,0,0,0,0,0,ET
"Surf World Series",0,0,0,0,0,0,0,0,0,0,0,E
"Survive! Mr.CUBE (US Ver.)",0,0,1,0,0,0,0,0,0,0,0,ET
"Surviving Mars",1,0,0,1,0,0,0,0,0,0,0,ET
"Surviving the Aftermath",0,0,0,0,0,0,1,0,0,0,0,T
Switchblade,0,0,1,0,0,0,0,0,0,0,0,ET
"Sword & Fairy 6",0,0,0,0,0,0,0,0,1,0,0,T
"SWORD ART ONLINE Alicization Lycoris",0,0,0,0,0,0,0,0,0,0,0,T
"SWORD ART ONLINE: FATAL BULLET",0,0,0,0,0,0,0,0,0,0,0,T
Symmetry,0,0,0,0,0,0,0,0,0,0,0,T
SYREN,0,0,0,0,0,0,0,0,0,0,0,M
Tacoma,0,0,0,0,0,0,0,0,0,0,0,M
"Taiko no Tatsujin: Drum Session!",0,0,0,0,0,0,0,0,0,0,0,ET
"Tales from the Borderlands",0,0,0,0,0,0,0,1,0,0,0,M
"Tales of the Tiny Planet",0,0,0,0,0,0,0,0,0,0,0,E
"Tales of Vesperia: Definitive Edition",1,0,0,1,0,0,1,0,1,0,0,T
Tamashii,0,0,0,0,0,0,0,0,0,0,0,M
"Tanuki Justice",0,0,1,0,0,0,0,0,0,0,0,ET
"Taxi Chaos",0,0,0,0,0,0,1,0,0,0,0,ET
"Team Sonic Racing",0,0,0,0,0,1,0,0,0,0,0,E
"Telling Lies",0,0,0,0,0,0,0,1,0,0,0,M
"Tempest 4000",0,0,0,0,1,0,0,0,0,0,0,E
"Tennis World Tour",0,0,0,0,0,0,0,0,0,0,0,E
"Tennis World Tour 2",0,0,0,0,0,0,0,0,0,0,0,E
TERA,0,0,0,0,0,0,0,0,0,0,0,M
"Terminator: Resistance",0,0,0,0,0,0,0,0,0,0,0,M
TerraTech,0,0,1,0,0,0,0,0,0,0,0,ET
"Tesla vs Lovecraft",0,0,0,1,0,0,0,0,0,0,0,T
"Tetras Escape",0,0,0,0,0,0,0,0,0,0,0,E
"Tetris Effect",0,0,0,0,0,0,0,0,0,0,0,E
Tharsis,0,0,0,0,0,0,0,0,0,0,0,M
"Thats You!",0,0,0,0,0,0,0,1,0,0,0,T
"The 25th Ward: The Silver Case",0,0,0,0,0,0,0,0,0,0,0,M
"The Adventure Pals",0,0,0,1,0,0,0,0,0,0,0,ET
"The Alliance Alive HD Remastered",0,0,1,0,0,0,0,0,0,0,0,ET
"The American Dream",0,0,0,0,0,0,0,0,0,0,0,M
"The Angry Birds Movie 2 VR: Under Pressure",0,0,0,0,0,0,0,0,0,0,0,E
"The aquatic Adventure of the Last Human",0,0,0,1,0,0,0,0,0,0,0,T
"The Aquatic Adventure of the Last Human",0,0,0,1,0,0,0,0,0,0,0,T
"The Awesome Adventures of Captain Spirit",0,0,0,0,0,0,0,0,0,0,1,M
"The Banner Saga",1,1,0,0,0,0,0,0,0,0,0,T
"The Bards Tale IV: Barrows Deep",0,0,0,0,0,0,0,0,0,0,1,T
"The Bards Tale IV: Directors Cut",0,0,0,0,0,0,0,0,0,0,1,T
"The Bards Tale: Remastered and Resnarkled",0,0,0,0,0,0,0,0,0,0,1,T
"The Binding of Isaac: Afterbirth+",0,0,0,0,0,0,0,0,0,0,0,M
"The BIT.TRIP",0,0,0,0,1,0,0,0,0,0,0,E
"The Bridge",0,0,0,0,0,0,0,0,0,0,0,E
"The Caligula Effect: Overdose",0,0,0,0,0,0,0,0,0,0,0,M
"The Catch: Carp & Coarse",0,0,0,0,0,0,0,0,0,0,0,E
"The Coma: Recut",0,0,0,0,0,0,0,0,0,0,0,T
"The Complex",0,0,0,1,0,0,0,0,0,0,0,M
"The Council",0,0,0,0,0,0,0,0,0,0,0,M
"The Council - Episode 1 - The Mad Ones",0,0,0,0,0,0,0,0,0,0,0,M
"The Council - Episode 2 - Hide And Seek",0,0,1,0,0,0,0,0,0,0,0,M
"The Council - Episode 3 - Ripples ",0,0,1,0,0,0,0,0,0,0,0,M
"The Council - Episode 4 - Burning Bridges",0,0,0,0,0,0,0,0,0,0,0,M
"The Count Lucanor",0,0,0,0,0,0,0,0,0,0,1,T
"The Crew 2",0,0,0,0,0,0,0,0,0,0,0,T
"The Dark Crystal: Age of Resistance Tactics",0,0,1,0,0,0,0,0,0,0,0,ET
"The Dark Pictures Anthology: Little Hope",0,0,0,1,0,0,0,0,0,0,0,M
"The Dark Pictures Anthology: Man of Medan",0,0,1,0,0,0,0,0,0,0,0,M
"The Door",0,0,0,0,0,0,0,0,0,0,0,M
"THE DREAMLANDS: AISLINGS QUEST",0,0,1,0,0,0,0,0,0,0,0,ET
"The Elder Scrolls Online: Elsweyr",0,0,0,0,0,0,0,0,0,1,1,M
"The Elder Scrolls Online: Greymoor",0,0,0,0,0,0,0,0,0,1,1,M
"The Elder Scrolls Online: Summerset",0,0,0,0,0,0,0,0,0,1,1,M
"The Elder Scrolls V: Skyrim VR",0,0,0,1,0,0,0,0,0,0,1,M
"The End is Nigh",0,0,0,0,0,0,0,0,0,0,0,M
"The Escapists",0,0,1,0,0,0,0,0,0,0,0,T
"The Evil Within 2",0,0,0,1,0,0,0,0,0,0,0,M
"The Exorcist: Legion VR",0,0,0,0,0,0,0,0,0,0,0,M
"The Fall Part 2: Unbound",0,0,1,0,0,0,0,0,0,0,0,T
"The First Tree",0,0,0,0,0,0,0,0,0,0,0,E
"The Fisherman - Fishing Planet",0,0,0,0,0,0,0,0,0,0,0,E
"The Forest",0,0,0,0,0,0,0,0,0,0,0,M
"The Gardens Between",0,0,0,0,0,0,0,0,0,0,0,E
"The Golf Club 2019 Featuring the PGA Tour",0,0,0,0,0,0,0,0,0,0,0,E
"The Golf Club 2019 Featuring the PGA TOUR",0,0,0,0,0,0,0,0,0,0,0,E
"The Grand Tour Game",0,0,0,0,0,0,0,0,0,0,0,T
"The House in Fata Morgana",0,0,0,1,0,0,0,0,0,0,0,M
"The Infectious Madness of Doctor Dekker",0,0,0,0,0,0,0,0,0,0,0,T
"The Inner World",0,0,0,0,0,0,0,0,0,1,0,T
"The Inner World - The Last Wind Monk",0,0,0,0,1,0,0,0,0,1,0,ET
"The Inpatient",0,0,0,0,0,0,0,0,0,0,0,M
"THE INVISIBLE HOURS",0,0,0,0,0,0,0,0,0,0,1,T
"The Jackbox Party Pack 4",0,0,1,0,0,0,0,0,0,0,0,T
"The Journey Down: Chapter One",0,0,0,0,0,0,0,0,1,0,0,T
"The Journey Down: Chapter Three",0,0,0,0,0,0,0,0,0,0,0,T
"The Journey Down: Chapter Two",0,0,0,0,0,0,0,0,0,0,0,T
"THE KING OF FIGHTERS 2000",0,0,0,0,0,0,0,0,0,1,0,T
"THE KING OF FIGHTERS 97 GLOBAL MATCH",0,0,0,0,0,0,0,0,0,0,0,T
"THE KING OF FIGHTERSâ„¢ 98 ULTIMATE MATCH",0,0,0,0,0,0,0,0,0,0,0,T
"THE KING OF FIGHTERSâ„¢ COLLECTION: THE OROCHI SAGA",0,0,0,0,0,0,0,0,0,0,1,T
"THE LAST BLADE 2",0,0,0,0,0,0,0,0,0,0,0,T
"The Last of Us Part II",0,0,0,1,0,0,0,0,0,0,0,M
"The Last Remnant Remastered",0,0,0,0,0,0,0,0,0,0,0,M
"The Legend of Heroes: Trails of Cold Steel ",0,0,0,0,0,0,0,0,0,0,0,T
"The Legend of Heroes: Trails of Cold Steel II",0,0,0,0,0,0,0,0,0,0,0,T
"The Legend of Heroes: Trails of Cold Steel III",0,0,0,1,0,0,0,0,0,0,0,T
"The Legend of Heroes: Trails of Cold Steel IV",0,0,0,1,0,0,0,0,0,0,0,T
"The LEGO Movie 2 Videogame",0,1,0,0,0,0,0,0,0,0,0,ET
"The LEGO Ninjago Movie Video Game",0,1,0,0,0,0,0,0,0,0,0,ET
"The Liar Princess and the Blind Prince",0,0,1,0,0,0,0,0,0,0,0,ET
"The Long Dark",0,0,0,0,0,0,0,0,0,0,0,T
"The Long Reach",0,0,0,0,0,0,0,0,0,0,0,M
"The Lord of the Rings Living Card Game",1,0,1,0,0,0,1,0,0,0,0,ET
"The Lost Bear",0,0,1,0,0,0,0,0,0,0,0,ET
"The Lost Child",1,0,1,0,0,0,0,0,0,0,0,T
"The Messenger",0,0,0,1,0,0,0,0,0,0,0,ET
"The Metronomicon: Slay the Dance Floor",0,0,0,1,0,0,0,0,0,0,0,T
"THE MIDNIGHT SANCTUARY",0,0,1,0,0,0,0,0,0,0,0,ET
"The MISSING: J.J. Macfield and the Island of Memories",0,0,0,0,0,0,0,0,0,0,0,M
"The Mooseman",0,0,1,0,0,0,0,0,0,0,0,ET
"The Mummy Demastered",0,0,1,0,0,0,0,0,0,0,0,ET
"The Night Journey",0,0,0,0,0,0,0,0,0,0,0,M
"The Ninja Saviors: Return of the Warriors",0,0,0,1,0,0,0,0,0,0,0,T
"The Occupation",1,0,0,0,0,0,0,0,0,0,0,T
"The Outer Worlds",0,0,0,1,0,0,0,0,0,0,0,M
"The Path of Motus",0,0,1,0,0,0,0,0,0,0,0,ET
"The Pathless",0,0,1,0,0,0,0,0,0,0,0,ET
"The Perfect Sniper",0,0,0,0,0,0,0,0,0,0,0,M
"The Persistence",0,0,0,1,0,0,0,0,0,0,0,M
"The Princess Guide",0,0,1,0,0,0,0,0,0,0,0,T
"The Quiet Man",0,0,1,0,0,0,0,0,0,0,0,M
"The Rabbit Hole",0,0,0,0,0,0,0,0,0,0,0,T
"The Raven Remastered",0,0,0,0,0,0,0,0,0,0,1,T
"The Seven Deadly Sins  Knights of Britannia",1,0,0,0,0,0,0,0,1,0,0,T
"The Shapeshifting Detective",0,0,0,0,0,0,0,0,0,0,0,T
"THE SHAPESHIFTING DETECTIVE",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Bowling Night Stuff",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Cats & Dogs",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Deluxe Party Pack",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Discover University",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Eco Lifestyle",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Fitness Stuff",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Get Famous",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Get Together",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Island Living",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Jungle Adventure",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Kids Room Stuff",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Laundry Day Stuff",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Moschino Stuff Pack",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Movie Hangout Stuff",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 My First Pet Stuff Pack",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Nifty Knitting",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Parenthood",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Realm of Magic",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Seasons",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Snowy Escape",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Spa Day",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Spooky Stuff",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Star Warsâ„¢: Journey to Batuu",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 StrangerVille",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Tiny Living",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Toddler Stuff",0,0,0,0,0,0,0,0,0,0,0,T
"The Simsâ„¢ 4 Vampires",0,0,0,0,0,0,0,0,0,0,0,T
"The Sinking City",0,0,0,0,0,0,0,0,0,0,0,M
"The Sojourn",0,0,0,0,0,0,0,0,0,0,0,E
"The Solus Project",0,0,0,0,0,0,0,0,0,0,0,T
"The Spectrum Retreat",0,0,0,0,0,0,0,0,0,0,0,T
"The Station",0,0,0,0,0,0,0,0,0,1,0,T
"The Surge 2",0,0,1,1,0,0,0,0,0,0,0,M
"The Survivalists",0,0,1,0,0,0,0,0,0,0,0,ET
"The Swords of Ditto",0,0,0,1,0,0,0,0,0,0,0,ET
"The TakeOver",0,0,0,0,0,0,0,0,0,0,0,T
"The Unicorn Princess",0,0,0,0,0,0,0,0,0,0,0,E
"The Unknown City (Horror Begins Now.....Episode 1)",0,0,0,0,0,0,0,0,0,0,0,M
"The Walker",0,0,0,0,0,0,0,0,0,0,0,T
"The Walking Dead Onslaught",0,0,0,1,0,0,0,0,0,0,0,M
"The Walking Dead: A New Frontier",0,0,0,1,0,0,0,0,0,0,0,M
"The Walking Dead: Michonne - A Telltale Miniseries",0,0,0,1,0,0,0,0,0,0,0,M
"The Walking Dead: Saints & Sinners - Complete Edition",0,0,0,1,0,0,0,0,0,0,0,M
"The Walking Dead: Season Two",0,0,0,1,0,0,0,0,0,0,0,M
"The Walking Dead: The Complete First Season",0,0,0,0,0,0,0,1,0,0,0,M
"The Walking Dead: The Final Season",0,0,0,0,0,0,0,0,0,0,0,M
"The Walking Dead: The Final Season - Suffer The Children",0,0,0,0,0,0,0,0,0,0,0,M
"The Wardrobe",0,0,0,0,0,0,0,0,0,0,0,M
"The Witch and the Hundred Knight 2",0,0,0,0,0,0,0,0,0,0,0,T
"The Wizards",0,0,1,0,0,0,0,0,0,0,0,T
"The Wonderful 101: Remastered",1,0,0,0,0,0,0,0,0,0,1,T
"theHunter: Call of the Wild - 2019 Edition",0,0,0,0,0,0,0,0,0,0,0,T
"Thimbleweed Park",0,0,1,0,0,1,0,0,0,0,0,T
"Think of the Children ",0,0,0,1,0,0,0,0,0,0,0,T
"This Is the Police 2",0,0,0,1,0,0,0,0,0,0,0,M
"Those Who Remain",0,0,0,0,0,0,0,0,0,0,0,M
"Through the Woods",0,0,0,0,0,0,0,0,0,0,0,M
Thumper,0,0,1,0,0,0,0,0,0,0,0,ET
"Ticket to Ride",0,0,0,0,0,0,0,0,0,0,0,E
Tiles,0,0,0,0,0,0,0,0,0,0,0,E
"Timber Tennis Versus",0,0,0,0,0,0,0,0,0,0,0,ET
"Time Carnage",0,0,0,0,0,0,0,0,0,0,0,T
"Time Recoil",0,0,0,0,0,0,0,0,0,0,0,T
Timespinner,0,0,1,0,0,0,0,0,0,0,0,T
"Timothy vs the Aliens",0,0,0,0,0,0,0,0,0,0,0,T
"Tin and Kuna ",0,0,0,0,1,0,0,0,0,0,0,E
"TINY METAL",0,0,1,0,0,0,0,0,0,0,0,ET
"Titan Quest",0,0,0,0,0,0,0,0,0,0,0,T
"To Leave",0,0,0,0,0,0,0,0,0,0,0,M
"TO THE TOP",0,0,0,0,0,0,0,0,0,0,0,E
"ToeJam & Earl: Back in the Groove!",0,0,0,0,1,0,0,0,0,0,0,ET
"ToeJam and Earl: Back in the Groove",0,0,0,0,1,0,0,0,0,0,0,ET
TOKI,0,0,1,0,0,0,0,0,0,0,0,ET
"TOKYO CHRONOS",0,0,0,0,0,0,0,0,0,0,0,M
"TOKYO GHOUL:re CALL to EXIST",0,0,0,0,0,0,0,0,0,0,0,M
"Tokyo Xanadu eX+",0,0,0,1,0,0,0,1,0,0,0,T
"Tom Clancys Ghost Recon Breakpoint",0,0,0,1,0,0,0,0,0,0,0,M
"Tom Clancys Rainbow Six Siege: Advanced Edition",0,0,1,0,0,0,0,0,0,0,0,M
"Tom Clancys The Division 2 ",0,0,1,1,0,0,0,0,0,0,0,M
"Tony Hawks Pro Skater 1 and 2",0,0,0,0,0,0,0,0,0,0,0,T
"Tony Stewarts All-American Racing / Tony Stewarts Sprint Car Racing (Bundle)",0,0,0,0,0,0,0,0,0,0,0,E
"Tooth and Tail",0,0,0,0,0,0,0,0,0,0,1,T
"Torchlight II",0,0,0,0,0,0,0,0,0,0,0,T
Torn,1,0,0,1,0,0,0,0,0,0,0,T
"Toto Temple Deluxe",0,0,0,0,1,0,0,0,0,0,0,E
"Touhou Genso Wanderer Reloaded",0,0,0,1,0,0,0,0,0,0,0,T
"Touhou Kobuto V: Burst Battle",0,0,1,0,0,0,1,0,0,0,0,T
"TOUHOU SKY ARENA MATSURI CLIMAX",0,0,0,0,0,0,0,0,0,0,0,T
"Tour de France 2018",0,0,0,0,0,0,0,0,0,0,0,E
"Tour de France 2020",0,0,0,0,0,0,0,0,0,0,0,E
"Tour de France Season 2019",0,0,0,0,0,0,0,0,0,0,0,E
TrÃ¼berbrook,0,0,0,0,0,0,1,0,0,0,0,T
"Track Lab",0,0,0,0,0,0,0,0,0,0,0,E
Trailblazers,0,0,0,0,0,0,0,0,0,0,0,E
"Train Sim World",0,0,0,0,0,0,0,0,0,0,0,E
"Train Sim World 2020 Collectors Edition",0,0,0,0,0,0,0,0,0,0,0,E
"Train Sim WorldÂ®2",0,0,0,0,0,0,0,0,0,0,0,E
"Train Sim WorldÂ®2: Collectors Edition",0,0,0,0,0,0,0,0,0,0,0,E
"Transference ",0,0,0,0,0,0,0,0,0,0,0,M
TRANSFORMERS:BATTLEGROUNDS,0,0,1,0,0,0,0,0,0,0,0,ET
Transistor,0,0,0,0,0,0,0,0,0,0,1,T
Treadnauts,0,0,1,0,0,0,0,0,0,0,0,ET
"Trials of Mana",0,0,1,0,0,0,0,0,0,0,0,T
"Trials Rising",0,0,0,0,0,0,1,0,0,0,0,T
"Tricky Towers",0,0,0,0,0,0,0,0,0,0,0,E
"Trine 4: The Nightmare Prince",0,0,1,0,0,0,0,0,0,0,0,ET
"Trine Series 1-3",0,0,0,1,0,0,0,0,0,1,0,ET
"Trollhunters Defenders of Arcadia",0,0,1,0,0,0,0,0,0,0,0,ET
"Tropico 6 ",0,0,0,0,0,0,0,1,0,0,0,T
"Trover Saves the Universe",0,0,0,0,0,0,0,1,0,0,0,M
"Truck Driver",0,0,0,0,0,0,0,0,0,0,0,E
"Truck Racing Championship",0,0,0,0,0,0,0,0,0,0,0,E
"True Fear: Forsaken Souls - Part 1",0,0,0,0,0,0,0,0,0,0,0,T
"TT Isle of Man",0,0,0,0,0,0,0,0,0,0,0,E
"TT Isle of Man - Ride on the Edge 2",0,0,0,0,0,0,0,0,0,0,0,E
"Turrican Flashback",0,0,1,0,0,0,0,0,0,0,0,ET
"TWIN MIRROR",0,0,1,0,0,0,0,0,0,0,0,M
"Twin Robots",0,0,0,0,0,0,0,0,0,0,0,E
"Two Point Hospital",0,0,0,0,0,0,0,1,0,0,0,ET
Typoman,0,0,1,0,0,0,0,0,0,0,0,ET
"Tyr: Chains of Valhalla",0,0,1,0,0,0,0,0,0,0,0,ET
"UFC 4",0,0,0,0,0,0,0,0,0,0,0,T
"UglyDolls Imperfect Adventure",0,0,0,0,0,1,0,0,0,0,0,E
"Ultimate Chicken Horse",0,0,1,0,0,0,0,0,0,0,0,ET
Ultrawings,0,0,0,0,0,0,0,0,0,0,0,E
"Umihara Kawase BaZooKa",0,0,1,0,0,0,0,0,0,0,0,ET
"Umihara Kawase Fresh!",0,0,1,0,0,0,1,0,0,0,0,ET
"Under Night In-Birth Exe:Late[cl-r]",0,0,0,0,0,0,0,0,0,0,0,T
"Under Night In-Birth Exe:Late[st] ",0,0,0,0,0,0,1,0,0,0,0,T
"Unearthing Mars2",0,0,0,0,0,0,0,0,0,1,0,T
UnExplored,1,0,0,0,0,0,1,0,0,0,0,T
"Unravel 2",0,0,0,0,1,0,0,0,0,0,0,E
"Untitled Goose Game",0,0,0,0,0,0,0,0,0,0,0,E
UPPERS,0,0,0,0,0,0,0,0,0,0,0,M
"Utawarerumono: Mask of Truth",0,0,0,0,0,0,0,0,0,0,0,M
"Utawarerumono: Prelude to the Fallen",0,0,0,0,0,0,0,0,0,0,0,M
"Utawarerumono: ZAN",1,0,0,0,0,0,0,0,0,0,0,T
"V-Rally 4",0,0,0,0,0,0,0,0,0,0,0,E
"VA-11 HALL-A: Cyberpunk Bartender Action",0,0,0,0,0,0,0,0,0,0,0,M
Valfaris,0,0,0,0,0,0,0,0,0,0,0,M
"Valkyria Chronicles 4",0,0,0,0,0,0,0,0,0,0,0,T
"Valthirian Arc: Hero School Story",0,0,1,0,0,0,1,0,0,0,0,ET
Vampyr,0,0,0,1,0,0,0,0,0,0,0,M
Vanquish,0,0,0,1,0,0,0,0,0,0,0,M
"Vegas Party",0,0,0,0,0,0,0,0,0,0,0,T
"Velocity 2X",0,0,1,0,0,0,0,0,0,0,0,ET
"Virry VR: Wild Encounters",0,0,0,0,0,0,0,0,0,0,0,E
VirtuGO,0,0,0,0,0,0,0,0,0,0,0,E
"Void Bastards",0,0,0,0,0,0,0,0,0,0,0,M
"void tRrLM()",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Volgarr The Viking",0,0,0,1,0,0,0,0,0,0,0,T
"Voltron VR Chronicles",0,0,1,0,0,0,0,0,0,0,0,ET
Volume,0,0,1,0,0,0,0,0,0,0,0,ET
"Voyage of the Dead",0,0,0,1,0,0,0,0,0,0,0,M
"VR Apocalypse",0,0,0,0,0,0,0,0,0,0,0,T
"VR FC (Virtual Reality Football Club)",0,0,0,0,0,0,0,0,0,0,0,E
"VR Karts",0,0,0,0,0,1,0,0,0,0,0,E
"VR Ping Pong Pro",0,0,0,0,0,0,0,0,0,0,0,E
"VR The Diner Duo",0,0,0,0,0,0,0,0,0,0,0,ET
VRobot,0,0,1,0,0,0,0,0,0,0,0,T
VRog,0,0,0,0,0,0,0,0,0,0,0,E
"VROOM KABOOM",0,0,1,0,0,0,0,0,0,0,0,ET
"Wailing Heights",0,0,0,0,0,0,0,0,0,0,0,T
"Walden a game",0,0,0,0,0,0,0,0,0,0,0,E
"Wallachia: Reign of Dracula",0,0,0,0,0,0,1,0,0,0,0,T
Wandersong,0,0,1,0,0,0,0,0,0,0,0,ET
"War Theatre",0,0,0,0,0,0,0,0,0,0,0,T
Warborn,0,0,1,0,0,0,0,0,0,0,0,ET
Warbot,0,0,0,0,0,0,0,0,0,0,1,T
Warface,0,0,0,0,0,0,0,0,0,0,0,T
Wargroove,0,0,1,0,0,0,0,0,0,0,0,ET
"WARHAMMER 40000 : DEATHWATCH",0,0,0,0,0,0,0,0,0,0,0,T
"Warhammer 40000: Inquisitor - Martyr",0,0,0,0,0,0,0,0,0,0,0,M
"Warhammer 40000: Mechanicus",0,0,0,0,0,0,0,0,0,0,0,T
"Warhammer 40000: Space Wolf",0,0,0,0,0,0,0,0,0,0,0,M
"Warhammer: Chaosbane",0,0,0,0,0,0,0,0,0,0,0,M
"Warhammer: Vermintide 2 - Deluxe Edition",0,0,0,1,0,0,0,0,0,0,0,M
"WARRIORS OROCHI 4",1,0,0,0,0,0,0,0,1,0,0,T
"Wasteland 3",0,0,0,1,0,0,0,0,0,0,0,M
"Watch Dogs Complete Edition",0,0,0,0,0,0,0,0,0,0,1,M
"Watch Dogs Legion ",0,0,0,0,0,0,0,1,0,0,0,M
Wattam,0,0,0,0,1,0,0,0,0,0,0,ET
"Way of Redemption",0,0,0,0,0,0,0,0,0,0,0,ET
"Way of the Passive Fist",0,0,0,0,0,0,0,0,0,0,1,T
"We Happy Few",0,0,0,0,0,0,0,0,0,0,0,M
"We Happy Few: Uncle Jack Live VR",0,0,0,0,0,0,0,0,0,0,0,M
"We Sing Pop",0,0,0,0,0,0,0,1,0,0,0,T
"Welcome to Hanwell",0,0,0,0,0,0,0,0,0,0,0,M
"Werewolf: The Apocalypse - Earthblood",0,0,1,0,0,0,0,0,0,0,0,M
"West of Dead",0,0,1,0,0,0,0,0,0,0,0,T
"What Remains of Edith Finch",0,0,1,0,0,0,0,0,0,0,0,T
"Where are my friends?",0,0,1,0,0,0,0,0,0,0,0,ET
"Where the Water Tastes Like Wine",0,0,0,0,0,0,0,0,0,0,0,M
"Whispering Willows",0,0,0,0,0,0,0,0,0,0,0,T
"White Noise 2",0,0,0,0,0,0,0,0,0,0,0,M
"Who Wants to Be a Millionaire?",1,0,0,0,0,0,0,0,0,0,0,E
"Wild Turkey Hunter",0,0,0,0,0,0,0,0,0,0,1,T
"WILL: A Wonderful World",0,0,1,0,0,0,0,0,0,0,0,M
Windjammers,0,0,0,0,0,0,0,0,0,0,0,E
"Wizard of Legend",0,0,1,0,0,0,0,0,0,0,0,ET
"Wolfenstein II: The New Colossus",0,0,0,1,0,0,0,0,0,0,0,M
"Wolfenstein: Cyberpilot",0,0,0,0,0,0,0,0,0,0,0,M
"Wolfenstein: Youngblood",0,0,0,1,0,0,0,0,0,0,0,M
"Wonder Boy: The Dragons Trap",0,0,1,0,0,0,0,0,0,0,0,ET
"Word Search by POWGI",0,0,0,0,0,0,0,0,0,0,0,E
Wordhunters,0,0,0,0,0,0,0,0,0,0,0,E
"World of Tanks",0,0,0,0,0,0,1,0,0,0,0,T
"World of Warriors",0,0,0,0,0,0,0,0,0,0,1,T
"World of Warships Legends ",0,0,0,0,0,0,0,0,0,0,1,T
"World of Warships Legends: Firepower Deluxe Edition",0,0,0,0,0,0,0,0,0,0,1,T
"World of Warships: Legends",0,0,0,0,0,0,0,0,0,0,1,T
"World War Z",0,0,0,1,0,0,0,0,0,0,0,M
"Worms Battlegrounds",0,0,0,1,0,1,1,0,0,0,0,ET
"Worms Rumble",0,0,1,0,0,0,0,0,0,0,0,ET
"Worse Than Death",0,0,1,0,0,0,0,0,0,0,0,M
Wraith,0,0,0,0,0,0,0,0,0,0,0,T
